site_year
FR-Fon_2005
FR-Fon_2006
FR-Fon_2007
FR-Fon_2008
FR-Fon_2009
FR-Fon_2010
FR-Fon_2011
FR-Fon_2012
FR-Fon_2013
FR-Fon_2014
FR-Gri_2004
FR-Gri_2005
FR-Gri_2006
FR-Gri_2007
FR-Gri_2008
FR-Gri_2009
FR-Gri_2010
FR-Gri_2011
FR-Gri_2012
FR-Gri_2013
FR-Gri_2014
FR-LBr_1996
FR-LBr_1997
FR-LBr_1998
FR-LBr_1999
FR-LBr_2000
FR-LBr_2001
FR-LBr_2002
FR-LBr_2003
FR-LBr_2004
FR-LBr_2005
FR-LBr_2006
FR-LBr_2007
FR-LBr_2008
FR-Pue_2000
FR-Pue_2001
FR-Pue_2002
FR-Pue_2003
FR-Pue_2004
FR-Pue_2005
FR-Pue_2006
FR-Pue_2007
FR-Pue_2008
FR-Pue_2009
FR-Pue_2010
FR-Pue_2011
FR-Pue_2012
FR-Pue_2013
FR-Pue_2014
GF-Guy_2004
GF-Guy_2005
GF-Guy_2006
GF-Guy_2007
GF-Guy_2008
GF-Guy_2009
GF-Guy_2010
GF-Guy_2011
GF-Guy_2012
GF-Guy_2013
GF-Guy_2014
GH-Ank_2011
GH-Ank_2012
GH-Ank_2013
GH-Ank_2014
GL-NuF_2008
GL-NuF_2009
GL-NuF_2010
GL-NuF_2011
GL-NuF_2012
GL-NuF_2013
GL-NuF_2014
GL-ZaF_2008
GL-ZaF_2009
GL-ZaF_2010
GL-ZaF_2011
GL-ZaH_2000
GL-ZaH_2001
GL-ZaH_2002
GL-ZaH_2003
GL-ZaH_2004
GL-ZaH_2005
GL-ZaH_2006
GL-ZaH_2007
GL-ZaH_2008
GL-ZaH_2009
GL-ZaH_2010
GL-ZaH_2011
GL-ZaH_2012
GL-ZaH_2013
GL-ZaH_2014
IT-BCi_2004
IT-BCi_2005
IT-BCi_2006
IT-BCi_2007
IT-BCi_2008
IT-BCi_2009
IT-BCi_2010
IT-BCi_2011
IT-BCi_2012
IT-BCi_2013
IT-BCi_2014
IT-CA1_2011
IT-CA1_2012
IT-CA1_2013
IT-CA1_2014
IT-CA2_2011
IT-CA2_2012
IT-CA2_2013
IT-CA2_2014
IT-CA3_2011
IT-CA3_2012
IT-CA3_2013
IT-CA3_2014
IT-Col_1996
IT-Col_1997
IT-Col_1998
IT-Col_1999
IT-Col_2000
IT-Col_2001
IT-Col_2002
IT-Col_2003
IT-Col_2004
IT-Col_2005
IT-Col_2006
IT-Col_2007
IT-Col_2008
IT-Col_2009
IT-Col_2010
IT-Col_2011
IT-Col_2012
IT-Col_2013
IT-Col_2014
IT-Cp2_2012
IT-Cp2_2013
IT-Cp2_2014
IT-Cpz_2000
IT-Cpz_2001
IT-Cpz_2002
IT-Cpz_2003
IT-Cpz_2004
IT-Cpz_2005
IT-Cpz_2006
IT-Cpz_2007
IT-Cpz_2008
IT-Isp_2013
IT-Isp_2014
IT-La2_2000
IT-La2_2001
IT-La2_2002
IT-Lav_2003
IT-Lav_2004
IT-Lav_2005
IT-Lav_2006
IT-Lav_2007
IT-Lav_2008
IT-Lav_2009
IT-Lav_2010
IT-Lav_2011
IT-Lav_2012
IT-Lav_2013
IT-Lav_2014
IT-MBo_2003
IT-MBo_2004
IT-MBo_2005
IT-MBo_2006
IT-MBo_2007
IT-MBo_2008
IT-MBo_2009
IT-MBo_2010
IT-MBo_2011
IT-MBo_2012
IT-MBo_2013
IT-Noe_2004
IT-Noe_2005
IT-Noe_2006
IT-Noe_2007
IT-Noe_2008
IT-Noe_2009
IT-Noe_2010
IT-Noe_2011
IT-Noe_2012
IT-Noe_2013
IT-Noe_2014
IT-PT1_2002
IT-PT1_2003
IT-PT1_2004
IT-Ren_1999
IT-Ren_2000
IT-Ren_2001
IT-Ren_2002
IT-Ren_2003
IT-Ren_2004
IT-Ren_2005
IT-Ren_2006
IT-Ren_2007
IT-Ren_2008
IT-Ren_2009
IT-Ren_2010
IT-Ren_2011
IT-Ren_2012
IT-Ren_2013
IT-Ro1_2000
IT-Ro1_2001
IT-Ro1_2002
IT-Ro1_2003
IT-Ro1_2004
IT-Ro1_2005
IT-Ro1_2006
IT-Ro1_2007
IT-Ro1_2008
IT-Ro2_2002
IT-Ro2_2003
IT-Ro2_2004
IT-Ro2_2005
IT-Ro2_2006
IT-Ro2_2007
IT-Ro2_2008
IT-Ro2_2009
IT-Ro2_2010
IT-Ro2_2011
IT-Ro2_2012
IT-SR2_2013
IT-SR2_2014
IT-SRo_1999
IT-SRo_2000
IT-SRo_2001
IT-SRo_2002
IT-SRo_2003
IT-SRo_2004
IT-SRo_2005
IT-SRo_2006
IT-SRo_2007
IT-SRo_2008
IT-SRo_2009
IT-SRo_2010
IT-SRo_2011
IT-SRo_2012
IT-Tor_2008
IT-Tor_2009
IT-Tor_2010
IT-Tor_2011
IT-Tor_2012
IT-Tor_2013
IT-Tor_2014
JP-MBF_2004
JP-MBF_2005
JP-SMF_2002
JP-SMF_2003
JP-SMF_2004
JP-SMF_2005
JP-SMF_2006
MY-PSO_2003
MY-PSO_2004
MY-PSO_2005
MY-PSO_2006
MY-PSO_2007
MY-PSO_2008
MY-PSO_2009
NL-Hor_2004
NL-Hor_2005
NL-Hor_2006
NL-Hor_2007
NL-Hor_2008
NL-Hor_2009
NL-Hor_2010
NL-Hor_2011
NL-Loo_1996
NL-Loo_1997
NL-Loo_1998
NL-Loo_1999
NL-Loo_2000
NL-Loo_2001
NL-Loo_2002
NL-Loo_2003
NL-Loo_2004
NL-Loo_2005
NL-Loo_2006
NL-Loo_2007
NL-Loo_2008
NL-Loo_2009
NL-Loo_2010
NL-Loo_2011
NL-Loo_2012
NL-Loo_2013
NL-Loo_2014
PA-SPn_2007
PA-SPn_2008
PA-SPn_2009
PA-SPs_2007
PA-SPs_2008
PA-SPs_2009
RU-Che_2002
RU-Che_2003
RU-Che_2004
RU-Che_2005
RU-Cok_2003
RU-Cok_2004
RU-Cok_2005
RU-Cok_2006
RU-Cok_2007
RU-Cok_2008
RU-Cok_2009
RU-Cok_2010
RU-Cok_2011
RU-Cok_2012
RU-Cok_2013
RU-Fyo_1998
RU-Fyo_1999
RU-Fyo_2000
RU-Fyo_2001
RU-Fyo_2002
RU-Fyo_2003
RU-Fyo_2004
RU-Fyo_2005
RU-Fyo_2006
RU-Fyo_2007
RU-Fyo_2008
RU-Fyo_2009
RU-Fyo_2010
RU-Fyo_2011
RU-Fyo_2012
RU-Fyo_2013
RU-Fyo_2014
RU-Ha1_2002
RU-Ha1_2003
RU-Ha1_2004
RU-Sam_2002
RU-Sam_2003
RU-Sam_2004
RU-Sam_2005
RU-Sam_2006
RU-Sam_2007
RU-Sam_2008
RU-Sam_2009
RU-Sam_2010
RU-Sam_2011
RU-Sam_2012
RU-Sam_2013
RU-Sam_2014
RU-SkP_2012
RU-SkP_2013
RU-SkP_2014
RU-Tks_2010
RU-Tks_2011
RU-Tks_2012
RU-Tks_2013
RU-Tks_2014
RU-Vrk_2008
SD-Dem_2005
SD-Dem_2006
SD-Dem_2007
SD-Dem_2008
SD-Dem_2009
SE-St1_2012
SE-St1_2013
SE-St1_2014
SJ-Adv_2012
SJ-Adv_2013
SJ-Adv_2014
SJ-Blv_2008
SJ-Blv_2009
SN-Dhr_2010
SN-Dhr_2011
SN-Dhr_2012
SN-Dhr_2013
US-AR1_2009
US-AR1_2010
US-AR1_2011
US-AR1_2012
US-AR2_2009
US-AR2_2010
US-AR2_2011
US-AR2_2012
US-ARb_2005
US-ARb_2006
US-ARc_2005
US-ARc_2006
US-ARM_2003
US-ARM_2004
US-ARM_2005
US-ARM_2006
US-ARM_2007
US-ARM_2008
US-ARM_2009
US-ARM_2010
US-ARM_2011
US-ARM_2012
US-Atq_2003
US-Atq_2004
US-Atq_2005
US-Atq_2006
US-Atq_2007
US-Atq_2008
US-Blo_1997
US-Blo_1998
US-Blo_1999
US-Blo_2000
US-Blo_2001
US-Blo_2002
US-Blo_2003
US-Blo_2004
US-Blo_2005
US-Blo_2006
US-Blo_2007
US-Cop_2001
US-Cop_2002
US-Cop_2003
US-Cop_2004
US-Cop_2005
US-Cop_2006
US-Cop_2007
US-CRT_2011
US-CRT_2012
US-CRT_2013
US-GBT_2001
US-GBT_2002
US-GBT_2003
US-GLE_2005
US-GLE_2006
US-GLE_2007
US-GLE_2008
US-GLE_2009
US-GLE_2010
US-GLE_2011
US-GLE_2012
US-GLE_2013
US-GLE_2014
US-Goo_2002
US-Goo_2003
US-Goo_2004
US-Goo_2005
US-Goo_2006
US-Ha1_1991
US-Ha1_1992
US-Ha1_1993
US-Ha1_1994
US-Ha1_1995
US-Ha1_1996
US-Ha1_1997
US-Ha1_1998
US-Ha1_1999
US-Ha1_2000
US-Ha1_2001
US-Ha1_2002
US-Ha1_2003
US-Ha1_2004
US-Ha1_2005
US-Ha1_2006
US-Ha1_2007
US-Ha1_2008
US-Ha1_2009
US-Ha1_2010
US-Ha1_2011
US-Ha1_2012
US-IB2_2004
US-IB2_2005
US-IB2_2006
US-IB2_2007
US-IB2_2008
US-IB2_2009
US-IB2_2010
US-IB2_2011
US-Ivo_2004
US-Ivo_2005
US-Ivo_2006
US-Ivo_2007
US-KS1_2002
US-KS2_2003
US-KS2_2004
US-KS2_2005
US-KS2_2006
US-Lin_2009
US-Lin_2010
US-Los_2000
US-Los_2001
US-Los_2002
US-Los_2003
US-Los_2004
US-Los_2005
US-Los_2006
US-Los_2007
US-Los_2008
US-Los_2009
US-Los_2010
US-Los_2011
US-Los_2012
US-Los_2013
US-Los_2014
US-LWW_1997
US-LWW_1998
US-Me1_2004
US-Me1_2005
US-Me2_2002
US-Me2_2003
US-Me2_2004
US-Me2_2005
US-Me2_2006
US-Me2_2007
US-Me2_2008
US-Me2_2009
US-Me2_2010
US-Me2_2011
US-Me2_2012
US-Me2_2013
US-Me2_2014
US-Me3_2004
US-Me3_2005
US-Me3_2006
US-Me3_2007
US-Me3_2008
US-Me3_2009
US-Me4_1996
US-Me4_1997
US-Me4_1998
US-Me4_1999
US-Me4_2000
US-Me5_2000
US-Me5_2001
US-Me5_2002
US-Me6_2010
US-Me6_2011
US-Me6_2012
US-Me6_2013
US-Me6_2014
US-MMS_1999
US-MMS_2000
US-MMS_2001
US-MMS_2002
US-MMS_2003
US-MMS_2004
US-MMS_2005
US-MMS_2006
US-MMS_2007
US-MMS_2008
US-MMS_2009
US-MMS_2010
US-MMS_2011
US-MMS_2012
US-MMS_2013
US-MMS_2014
US-Myb_2011
US-Myb_2012
US-Myb_2013
US-Myb_2014
US-Ne1_2001
US-Ne1_2002
US-Ne1_2003
US-Ne1_2004
US-Ne1_2005
US-Ne1_2006
US-Ne1_2007
US-Ne1_2008
US-Ne1_2009
US-Ne1_2010
US-Ne1_2011
US-Ne1_2012
US-Ne1_2013
US-Ne2_2001
US-Ne2_2002
US-Ne2_2003
US-Ne2_2004
US-Ne2_2005
US-Ne2_2006
US-Ne2_2007
US-Ne2_2008
US-Ne2_2009
US-Ne2_2010
US-Ne2_2011
US-Ne2_2012
US-Ne2_2013
US-Ne3_2001
US-Ne3_2002
US-Ne3_2003
US-Ne3_2004
US-Ne3_2005
US-Ne3_2006
US-Ne3_2007
US-Ne3_2008
US-Ne3_2009
US-Ne3_2010
US-Ne3_2011
US-Ne3_2012
US-Ne3_2013
US-NR1_1999
US-NR1_2000
US-NR1_2001
US-NR1_2002
US-NR1_2003
US-NR1_2004
US-NR1_2005
US-NR1_2006
US-NR1_2007
US-NR1_2008
US-NR1_2009
US-NR1_2010
US-NR1_2011
US-NR1_2012
US-NR1_2013
US-NR1_2014
US-Oho_2004
US-Oho_2005
US-Oho_2006
US-Oho_2007
US-Oho_2008
US-Oho_2009
US-Oho_2010
US-Oho_2011
US-Oho_2012
US-Oho_2013
US-ORv_2011
US-PFa_1996
US-PFa_1997
US-PFa_1998
US-PFa_1999
US-PFa_2000
US-PFa_2001
US-PFa_2002
US-PFa_2003
US-PFa_2004
US-PFa_2005
US-PFa_2006
US-PFa_2007
US-PFa_2008
US-PFa_2009
US-PFa_2010
US-PFa_2011
US-PFa_2012
US-PFa_2013
US-PFa_2014
US-Prr_2010
US-Prr_2011
US-Prr_2012
US-Prr_2013
US-Prr_2014
US-SRC_2008
US-SRC_2009
US-SRC_2010
US-SRC_2011
US-SRC_2012
US-SRC_2013
US-SRC_2014
US-SRG_2008
US-SRG_2009
US-SRG_2010
US-SRG_2011
US-SRG_2012
US-SRG_2013
US-SRG_2014
US-SRM_2004
US-SRM_2005
US-SRM_2006
US-SRM_2007
US-SRM_2008
US-SRM_2009
US-SRM_2010
US-SRM_2011
US-SRM_2012
US-SRM_2013
US-SRM_2014
US-Sta_2005
US-Sta_2006
US-Sta_2007
US-Sta_2008
US-Sta_2009
US-Syv_2001
US-Syv_2002
US-Syv_2003
US-Syv_2004
US-Syv_2005
US-Syv_2006
US-Syv_2007
US-Syv_2008
US-Syv_2009
US-Syv_2010
US-Syv_2011
US-Syv_2012
US-Syv_2013
US-Syv_2014
US-Ton_2001
US-Ton_2002
US-Ton_2003
US-Ton_2004
US-Ton_2005
US-Ton_2006
US-Ton_2007
US-Ton_2008
US-Ton_2009
US-Ton_2010
US-Ton_2011
US-Ton_2012
US-Ton_2013
US-Ton_2014
US-Tw1_2012
US-Tw1_2013
US-Tw1_2014
US-Tw2_2012
US-Tw2_2013
US-Tw3_2013
US-Tw3_2014
US-Tw4_2013
US-Tw4_2014
US-Twt_2009
US-Twt_2010
US-Twt_2011
US-Twt_2012
US-Twt_2013
US-Twt_2014
US-UMB_2000
US-UMB_2001
US-UMB_2002
US-UMB_2003
US-UMB_2004
US-UMB_2005
US-UMB_2006
US-UMB_2007
US-UMB_2008
US-UMB_2009
US-UMB_2010
US-UMB_2011
US-UMB_2012
US-UMB_2013
US-UMB_2014
US-UMd_2007
US-UMd_2008
US-UMd_2009
US-UMd_2010
US-UMd_2011
US-UMd_2012
US-UMd_2013
US-UMd_2014
US-Var_2000
US-Var_2001
US-Var_2002
US-Var_2003
US-Var_2004
US-Var_2005
US-Var_2006
US-Var_2007
US-Var_2008
US-Var_2009
US-Var_2010
US-Var_2011
US-Var_2012
US-Var_2013
US-Var_2014
US-WCr_1999
US-WCr_2000
US-WCr_2001
US-WCr_2002
US-WCr_2003
US-WCr_2004
US-WCr_2005
US-WCr_2006
US-WCr_2007
US-WCr_2008
US-WCr_2009
US-WCr_2010
US-WCr_2011
US-WCr_2012
US-WCr_2013
US-WCr_2014
US-Whs_2007
US-Whs_2008
US-Whs_2009
US-Whs_2010
US-Whs_2011
US-Whs_2012
US-Whs_2013
US-Whs_2014
US-Wi0_2002
US-Wi1_2003
US-Wi2_2003
US-Wi3_2002
US-Wi3_2003
US-Wi3_2004
US-Wi4_2002
US-Wi4_2003
US-Wi4_2004
US-Wi4_2005
US-Wi5_2004
US-Wi6_2002
US-Wi6_2003
US-Wi7_2005
US-Wi8_2002
US-Wi9_2004
US-Wi9_2005
US-Wkg_2004
US-Wkg_2005
US-Wkg_2006
US-Wkg_2007
US-Wkg_2008
US-Wkg_2009
US-Wkg_2010
US-Wkg_2011
US-Wkg_2012
US-Wkg_2013
US-Wkg_2014
US-WPT_2011
US-WPT_2012
US-WPT_2013
ZA-Kru_2000
ZA-Kru_2001
ZA-Kru_2002
ZA-Kru_2003
ZA-Kru_2004
