site_year
AR-SLu_2009
AR-SLu_2010
AR-SLu_2011
AR-Vir_2010
AR-Vir_2011
AR-Vir_2012
AT-Neu_2002
AT-Neu_2003
AT-Neu_2004
AT-Neu_2005
AT-Neu_2006
AT-Neu_2007
AT-Neu_2008
AT-Neu_2009
AT-Neu_2010
AT-Neu_2011
AT-Neu_2012
AU-Ade_2007
AU-Ade_2008
AU-Ade_2009
AU-ASM_2010
AU-ASM_2011
AU-ASM_2012
AU-ASM_2013
AU-ASM_2014
AU-Cpr_2010
AU-Cpr_2011
AU-Cpr_2012
AU-Cpr_2013
AU-Cpr_2014
AU-Cum_2012
AU-Cum_2013
AU-Cum_2014
AU-DaP_2007
AU-DaP_2008
AU-DaP_2009
AU-DaP_2010
AU-DaP_2011
AU-DaP_2012
AU-DaP_2013
AU-DaS_2008
AU-DaS_2009
AU-DaS_2010
AU-DaS_2011
AU-Dry_2008
AU-Dry_2009
AU-Dry_2010
AU-Dry_2011
AU-Dry_2012
AU-Dry_2013
AU-Dry_2014
AU-Emr_2011
AU-Emr_2012
AU-Emr_2013
AU-Fog_2006
AU-Fog_2007
AU-Fog_2008
AU-Gin_2011
AU-Gin_2012
AU-Gin_2013
AU-RDF_2011
AU-RDF_2012
AU-RDF_2013
AU-Rob_2014
AU-TTE_2012
AU-TTE_2013
AU-TTE_2014
AU-Tum_2001
AU-Tum_2002
AU-Tum_2003
AU-Tum_2004
AU-Tum_2005
AU-Tum_2006
AU-Tum_2007
AU-Tum_2008
AU-Tum_2009
AU-Tum_2010
AU-Tum_2011
AU-Tum_2012
AU-Tum_2013
AU-Tum_2014
AU-Wac_2005
AU-Wac_2006
AU-Wac_2007
AU-Wac_2008
AU-Whr_2011
AU-Whr_2012
AU-Whr_2013
AU-Whr_2014
AU-Wom_2010
AU-Wom_2011
AU-Wom_2012
AU-Wom_2013
AU-Wom_2014
AU-Ync_2012
AU-Ync_2013
AU-Ync_2014
BE-Bra_1999
BE-Bra_2000
BE-Bra_2001
BE-Bra_2002
BE-Bra_2003
BE-Bra_2004
BE-Bra_2005
BE-Bra_2006
BE-Bra_2007
BE-Bra_2008
BE-Bra_2009
BE-Bra_2010
BE-Bra_2011
BE-Bra_2012
BE-Bra_2013
BE-Bra_2014
BE-Lon_2004
BE-Lon_2005
BE-Lon_2006
BE-Lon_2007
BE-Lon_2008
BE-Lon_2009
BE-Lon_2010
BE-Lon_2011
BE-Lon_2012
BE-Lon_2013
BE-Lon_2014
BE-Vie_1996
BE-Vie_1997
BE-Vie_1998
BE-Vie_1999
BE-Vie_2000
BE-Vie_2001
BE-Vie_2002
BE-Vie_2003
BE-Vie_2004
BE-Vie_2005
BE-Vie_2006
BE-Vie_2007
BE-Vie_2008
BE-Vie_2009
BE-Vie_2010
BE-Vie_2011
BE-Vie_2012
BE-Vie_2013
BE-Vie_2014
BR-Sa1_2002
BR-Sa1_2003
BR-Sa1_2004
BR-Sa1_2005
BR-Sa1_2006
BR-Sa1_2007
BR-Sa1_2008
BR-Sa1_2009
BR-Sa1_2010
BR-Sa1_2011
BR-Sa3_2000
BR-Sa3_2001
BR-Sa3_2002
BR-Sa3_2003
BR-Sa3_2004
CA-Gro_2003
CA-Gro_2004
CA-Gro_2005
CA-Gro_2006
CA-Gro_2007
CA-Gro_2008
CA-Gro_2009
CA-Gro_2010
CA-Gro_2011
CA-Gro_2012
CA-Gro_2013
CA-Gro_2014
CA-NS2_2001
CA-NS2_2002
CA-NS2_2003
CA-NS2_2004
CA-NS2_2005
CA-NS3_2001
CA-NS3_2002
CA-NS3_2003
CA-NS3_2004
CA-NS3_2005
CA-NS4_2002
CA-NS4_2003
CA-NS4_2004
CA-NS4_2005
CA-NS5_2001
CA-NS5_2002
CA-NS5_2003
CA-NS5_2004
CA-NS5_2005
CA-NS6_2001
CA-NS6_2002
CA-NS6_2003
CA-NS6_2004
CA-NS6_2005
CA-NS7_2002
CA-NS7_2003
CA-NS7_2004
CA-NS7_2005
CA-Oas_1996
CA-Oas_1997
CA-Oas_1998
CA-Oas_1999
CA-Oas_2000
CA-Oas_2001
CA-Oas_2002
CA-Oas_2003
CA-Oas_2004
CA-Oas_2005
CA-Oas_2006
CA-Oas_2007
CA-Oas_2008
CA-Oas_2009
CA-Oas_2010
CA-Obs_1999
CA-Obs_2000
CA-Obs_2001
CA-Obs_2002
CA-Obs_2003
CA-Obs_2004
CA-Obs_2005
CA-Obs_2006
CA-Obs_2007
CA-Obs_2008
CA-Obs_2009
CA-Obs_2010
CA-Qfo_2003
CA-Qfo_2004
CA-Qfo_2005
CA-Qfo_2006
CA-Qfo_2007
CA-Qfo_2008
CA-Qfo_2009
CA-Qfo_2010
CA-SF1_2003
CA-SF1_2004
CA-SF1_2005
CA-SF1_2006
CA-SF2_2001
CA-SF2_2002
CA-SF2_2003
CA-SF2_2004
CA-SF2_2005
CA-SF3_2002
CA-SF3_2003
CA-SF3_2004
CA-SF3_2005
CA-SF3_2006
CA-TP1_2003
CA-TP1_2004
CA-TP1_2005
CA-TP1_2006
CA-TP1_2007
CA-TP1_2008
CA-TP1_2009
CA-TP1_2010
CA-TP1_2011
CA-TP1_2012
CA-TP1_2013
CA-TP1_2014
CA-TP2_2003
CA-TP2_2004
CA-TP2_2005
CA-TP2_2006
CA-TP2_2007
CA-TP3_2003
CA-TP3_2004
CA-TP3_2005
CA-TP3_2006
CA-TP3_2007
CA-TP3_2008
CA-TP3_2009
CA-TP3_2010
CA-TP3_2011
CA-TP3_2012
CA-TP3_2013
CA-TP3_2014
CA-TP4_2002
CA-TP4_2003
CA-TP4_2004
CA-TP4_2005
CA-TP4_2006
CA-TP4_2007
CA-TP4_2008
CA-TP4_2009
CA-TP4_2010
CA-TP4_2011
CA-TP4_2012
CA-TP4_2013
CA-TP4_2014
CA-TPD_2012
CA-TPD_2013
CA-TPD_2014
CG-Tch_2006
CG-Tch_2007
CG-Tch_2008
CG-Tch_2009
CH-Cha_2005
CH-Cha_2006
CH-Cha_2007
CH-Cha_2008
CH-Cha_2009
CH-Cha_2010
CH-Cha_2011
CH-Cha_2012
CH-Cha_2013
CH-Cha_2014
CH-Dav_1997
CH-Dav_1998
CH-Dav_1999
CH-Dav_2000
CH-Dav_2001
CH-Dav_2002
CH-Dav_2003
CH-Dav_2004
CH-Dav_2005
CH-Dav_2006
CH-Dav_2007
CH-Dav_2008
CH-Dav_2009
CH-Dav_2010
CH-Dav_2011
CH-Dav_2012
CH-Dav_2013
CH-Dav_2014
CH-Fru_2005
CH-Fru_2006
CH-Fru_2007
CH-Fru_2008
CH-Fru_2009
CH-Fru_2010
CH-Fru_2011
CH-Fru_2012
CH-Fru_2013
CH-Fru_2014
CH-Lae_2004
CH-Lae_2005
CH-Lae_2006
CH-Lae_2007
CH-Lae_2008
CH-Lae_2009
CH-Lae_2010
CH-Lae_2011
CH-Lae_2012
CH-Lae_2013
CH-Lae_2014
CH-Oe1_2002
CH-Oe1_2003
CH-Oe1_2004
CH-Oe1_2005
CH-Oe1_2006
CH-Oe1_2007
CH-Oe1_2008
CH-Oe2_2004
CH-Oe2_2005
CH-Oe2_2006
CH-Oe2_2007
CH-Oe2_2008
CH-Oe2_2009
CH-Oe2_2010
CH-Oe2_2011
CH-Oe2_2012
CH-Oe2_2013
CH-Oe2_2014
CN-Cha_2003
CN-Cha_2004
CN-Cha_2005
CN-Cng_2007
CN-Cng_2008
CN-Cng_2009
CN-Cng_2010
CN-Dan_2004
CN-Dan_2005
CN-Din_2003
CN-Din_2004
CN-Din_2005
CN-Du2_2007
CN-Du2_2008
CN-Du3_2009
CN-Du3_2010
CN-HaM_2002
CN-HaM_2003
CN-HaM_2004
CN-Qia_2003
CN-Qia_2004
CN-Qia_2005
CN-Sw2_2010
CN-Sw2_2011
CN-Sw2_2012
CZ-BK1_2004
CZ-BK1_2005
CZ-BK1_2006
CZ-BK1_2007
CZ-BK1_2008
CZ-BK1_2009
CZ-BK1_2010
CZ-BK1_2011
CZ-BK1_2012
CZ-BK1_2013
CZ-BK1_2014
CZ-BK2_2006
CZ-BK2_2007
CZ-BK2_2008
CZ-BK2_2009
CZ-BK2_2010
CZ-BK2_2011
CZ-BK2_2012
CZ-wet_2006
CZ-wet_2007
CZ-wet_2008
CZ-wet_2009
CZ-wet_2010
CZ-wet_2011
CZ-wet_2012
CZ-wet_2013
CZ-wet_2014
DE-Akm_2009
DE-Akm_2010
DE-Akm_2011
DE-Akm_2012
DE-Akm_2013
DE-Akm_2014
DE-Geb_2001
DE-Geb_2002
DE-Geb_2003
DE-Geb_2004
DE-Geb_2005
DE-Geb_2006
DE-Geb_2007
DE-Geb_2008
DE-Geb_2009
DE-Geb_2010
DE-Geb_2011
DE-Geb_2012
DE-Geb_2013
DE-Geb_2014
DE-Gri_2004
DE-Gri_2005
DE-Gri_2006
DE-Gri_2007
DE-Gri_2008
DE-Gri_2009
DE-Gri_2010
DE-Gri_2011
DE-Gri_2012
DE-Gri_2013
DE-Gri_2014
DE-Hai_2000
DE-Hai_2001
DE-Hai_2002
DE-Hai_2003
DE-Hai_2004
DE-Hai_2005
DE-Hai_2006
DE-Hai_2007
DE-Hai_2008
DE-Hai_2009
DE-Hai_2010
DE-Hai_2011
DE-Hai_2012
DE-Kli_2004
DE-Kli_2005
DE-Kli_2006
DE-Kli_2007
DE-Kli_2008
DE-Kli_2009
DE-Kli_2010
DE-Kli_2011
DE-Kli_2012
DE-Kli_2013
DE-Kli_2014
DE-Lkb_2009
DE-Lkb_2010
DE-Lkb_2011
DE-Lkb_2012
DE-Lkb_2013
DE-Lnf_2002
DE-Lnf_2003
DE-Lnf_2004
DE-Lnf_2005
DE-Lnf_2006
DE-Lnf_2007
DE-Lnf_2008
DE-Lnf_2009
DE-Lnf_2010
DE-Lnf_2011
DE-Lnf_2012
DE-Obe_2008
DE-Obe_2009
DE-Obe_2010
DE-Obe_2011
DE-Obe_2012
DE-Obe_2013
DE-Obe_2014
DE-Seh_2007
DE-Seh_2008
DE-Seh_2009
DE-Seh_2010
DE-SfN_2012
DE-SfN_2013
DE-SfN_2014
DE-Spw_2010
DE-Spw_2011
DE-Spw_2012
DE-Spw_2013
DE-Spw_2014
DE-Tha_1996
DE-Tha_1997
DE-Tha_1998
DE-Tha_1999
DE-Tha_2000
DE-Tha_2001
DE-Tha_2002
DE-Tha_2003
DE-Tha_2004
DE-Tha_2005
DE-Tha_2006
DE-Tha_2007
DE-Tha_2008
DE-Tha_2009
DE-Tha_2010
DE-Tha_2011
DE-Tha_2012
DE-Tha_2013
DE-Tha_2014
DE-Zrk_2013
DE-Zrk_2014
DK-Eng_2005
DK-Eng_2006
DK-Eng_2007
DK-Eng_2008
DK-Fou_2005
DK-Sor_1996
DK-Sor_1997
DK-Sor_1998
DK-Sor_1999
DK-Sor_2000
DK-Sor_2001
DK-Sor_2002
DK-Sor_2003
DK-Sor_2004
DK-Sor_2005
DK-Sor_2006
DK-Sor_2007
DK-Sor_2008
DK-Sor_2009
DK-Sor_2010
DK-Sor_2011
DK-Sor_2012
DK-Sor_2013
DK-Sor_2014
ES-Amo_2007
ES-Amo_2008
ES-Amo_2009
ES-Amo_2010
ES-Amo_2011
ES-Amo_2012
ES-LgS_2007
ES-LgS_2008
ES-LgS_2009
ES-LJu_2004
ES-LJu_2005
ES-LJu_2006
ES-LJu_2007
ES-LJu_2008
ES-LJu_2009
ES-LJu_2010
ES-LJu_2011
ES-LJu_2012
ES-LJu_2013
ES-Ln2_2009
FI-Hyy_1996
FI-Hyy_1997
FI-Hyy_1998
FI-Hyy_1999
FI-Hyy_2000
FI-Hyy_2001
FI-Hyy_2002
FI-Hyy_2003
FI-Hyy_2004
FI-Hyy_2005
FI-Hyy_2006
FI-Hyy_2007
FI-Hyy_2008
FI-Hyy_2009
FI-Hyy_2010
FI-Hyy_2011
FI-Hyy_2012
FI-Hyy_2013
FI-Hyy_2014
FI-Jok_2000
FI-Jok_2001
FI-Jok_2002
FI-Jok_2003
FI-Let_2009
FI-Let_2010
FI-Let_2011
FI-Let_2012
FI-Lom_2007
FI-Lom_2008
FI-Lom_2009
FI-Sod_2001
FI-Sod_2002
FI-Sod_2003
FI-Sod_2004
FI-Sod_2005
FI-Sod_2006
FI-Sod_2007
FI-Sod_2008
FI-Sod_2009
FI-Sod_2010
FI-Sod_2011
FI-Sod_2012
FI-Sod_2013
FI-Sod_2014
